2	294
4	278
8	254
14	226
25	193
33	175
57	133
67	117
120	65
132	57
169	35
190	26
256	5
283	2
309	2
326	3
349	8
367	12
403	23
418	28
432	34
481	66
517	98
539	123
562	159
583	210
594	248
597	330
597	306
589	369
578	394
573	405
561	428
536	475
489	531
474	541
421	571
396	581
382	586
347	594
325	597
314	598
286	598
276	597
263	595
238	590
225	586
184	573
143	552
102	522
82	501
45	448
20	402
14	376
2	316
2	301
